Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand
Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.71,5.9,10.3538622893929,1.7749523509116738,Honda
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,9.74,6.75,11.643953727376633,1.9095425048844386,Hyundai
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,4.1,11.302204433654575,1.410986973710262,Honda
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,44.75,27.0,10.341742483467284,3.295836866004329,Audi
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,31.365000000000002,4.5,10.46310334047155,1.5040773967762742,Skoda
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,55.61,14.5,11.002116507732017,2.6741486494265287,Audi
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.87,5.25,11.2262295727495,1.6582280766035324,Maruti
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,7.63,1.2,11.289781913656018,0.1823215567939546,Tata
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,23.25,4.95,11.900565988165841,1.599387576580599,Toyota
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,4.93,7.5,11.002099841204238,2.0149030205422647,Renault
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,87.57,48.0,8.922791623969637,3.871201010907891,Mercedes-Benz
Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,4.45,10.968198289528557,1.4929040961781488,Honda
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,95.13,59.65,10.284557503809571,4.0884941485439255,Mercedes-Benz
Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,7.87,4.38,10.951402860214577,1.4770487243883548,Maruti
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.87,7.9,10.616682428399852,2.066862759472976,Maruti
Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,9.74,1.88,10.470731316206917,0.6312717768418578,Hyundai
BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.48,1995.0,190.0,5.0,58.67,10.5,11.302204433654575,2.3513752571634776,BMW
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.57,7.29,10.452475637396468,1.986503546020567,Maruti
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,11.2,6.0,10.717125211430696,1.791759469228055,Ford
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,11.145,6.7,11.744037185933616,1.9021075263969205,Mahindra
Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.87,1.5,11.05089000537367,0.4054651081081644,Maruti
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,35.0,23.8,10.382760587789011,3.169685580677429,Mini
Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.145,7.77,11.055451016701232,2.050270164379556,Mahindra
Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,9.74,3.32,10.676762052574546,1.199964782928397,Hyundai
Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.87,4.94,10.748518559837908,1.5973653311998313,Maruti
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,78.76,11.0,10.4341158035983,2.3978952727983707,Mercedes-Benz
Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.93,3.4,10.778956289890028,1.2237754316221157,Renault
Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.87,4.17,10.937792404475719,1.4279160358107101,Maruti
Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,7.87,1.25,11.339286108559108,0.22314355131420976,Maruti
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,9.74,5.45,9.104979856318357,1.6956156086751528,Hyundai
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,7.63,2.59,11.27720313144916,0.9516578757114463,Tata
Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.145,12.01,11.383955083673268,2.485739636091892,Mahindra
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,7.87,2.45,11.19030682263755,0.8960880245566357,Maruti
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,55.61,29.0,10.545341438708522,3.367295829986474,Audi
Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399.0,89.84,5.0,11.2,2.4,11.326595886778735,0.8754687373538999,Ford
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,78.76,11.99,11.580584113444043,2.4840729690394228,Mercedes-Benz
Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.15,7.9,10.839580911706463,2.066862759472976,Honda
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,23.25,6.25,11.84939770159144,1.8325814637483102,Toyota
Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,11.105,1.8,10.778956289890028,0.5877866649021191,Chevrolet
Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,7.87,2.8,11.03488966402723,1.0296194171811581,Maruti
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,11.15,4.9,10.341742483467284,1.589235205116581,Honda
Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,9.51,2.25,11.225976457094276,0.8109302162163288,Nissan
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,7.87,8.89,10.843690104456597,2.1849270495258133,Maruti
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,23.25,15.0,11.37366339763672,2.70805020110221,Toyota
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.56,5.65,9.740968623038354,1.7316555451583497,Ford
Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.87,7.0,10.950806546816688,1.9459101490553132,Maruti
Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,7.87,2.95,9.145268375232467,1.0818051703517284,Maruti
Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,11.15,3.3,10.882302277748641,1.1939224684724346,Honda
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,9.74,3.5,11.695247021764184,1.252762968495368,Hyundai
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,11.15,2.3,11.225976457094276,0.8329091229351039,Honda
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.74,13.69,10.525326683651683,2.6166656393003573,Hyundai
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,23.25,3.1,11.06663836234181,1.1314021114911006,Toyota
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,9.74,12.75,9.392661928770137,2.545531271604435,Hyundai
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.74,13.75,10.600576952328698,2.6210388241125804,Hyundai
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,11.15,6.75,9.305650551780507,1.9095425048844386,Honda
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11.105,5.25,11.156393367971244,1.6582280766035324,Volkswagen
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.145,8.75,11.314474526246391,2.169053700369523,Mahindra
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,11.145,8.87,10.955340114301212,2.182674796321488,Mahindra
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,11.15,6.5,11.33857207782545,1.8718021769015913,Honda
Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.87,4.5,12.031719258385396,1.5040773967762742,Maruti
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,11.145,12.5,11.207350939676859,2.5257286443082556,Mahindra
Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,23.25,16.8,11.402440731794956,2.8213788864092133,Toyota
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.87,8.75,11.355370664359405,2.169053700369523,Maruti
Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,9.74,8.5,10.795956792284281,2.1400661634962708,Hyundai
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,2.21,10.465443457403726,0.7929925155296614,Hyundai
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,7.87,1.6,11.744037185933616,0.47000362924573563,Maruti
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,11.15,6.25,9.852194258148577,1.8325814637483102,Honda
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,11.15,2.25,11.141861783579396,0.8109302162163288,Honda
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,43.07,25.75,10.303470997075054,3.248434627109745,Mercedes-Benz
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,31.365000000000002,6.75,10.778997955688663,1.9095425048844386,Skoda
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.87,6.25,10.865210435808118,1.8325814637483102,Maruti
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.2,5.1,11.082142548877775,1.62924053973028,Ford
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,78.76,10.75,11.097410021008562,2.3749057545736716,Mercedes-Benz
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.74,5.7,11.23453343942554,1.7404661748405046,Hyundai
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,11.105,5.95,10.668955394675699,1.7833912195575383,Volkswagen
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,11.105,2.4,10.66209470456786,0.8754687373538999,Chevrolet
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,11.145,3.49,10.46310334047155,1.2499017362143359,Mahindra
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,9.74,4.0,10.903163093344213,1.3862943611198906,Hyundai
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,7.83,3.85,11.33857207782545,1.3480731482996928,Toyota
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,23.25,3.95,11.055609012056497,1.3737155789130306,Toyota
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,9.74,3.0,11.22589651252247,1.0986122886681098,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.2,6.7,10.095635670147818,1.9021075263969205,Ford
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,7.87,6.14,10.033067398072022,1.814824742159051,Maruti
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,9.74,4.4,10.968198289528557,1.4816045409242156,Hyundai
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.87,4.25,10.950806546816688,1.4469189829363254,Maruti
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,58.67,25.93,10.822993111312226,3.255400599550573,BMW
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.87,7.0,10.714417768752456,1.9459101490553132,Maruti
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,23.25,25.12,11.131943191352988,3.223664341599998,Toyota
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,9.74,4.45,10.33237617558788,1.4929040961781488,Hyundai
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,9.74,2.4,10.552604472589852,0.8754687373538999,Hyundai
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,11.105,4.33,11.652687407345388,1.4655675420143985,Volkswagen
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,7.87,6.93,10.754684942721584,1.9358598132018119,Maruti
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,9.74,4.25,11.06663836234181,1.4469189829363254,Hyundai
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,78.76,12.5,11.782364643109682,2.5257286443082556,Mercedes-Benz
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,4.9,9.615805480084347,1.589235205116581,Hyundai
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.74,4.5,10.395741790716682,1.5040773967762742,Hyundai
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.93,3.0,9.433483923290392,1.0986122886681098,Renault
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,9.74,5.8,10.998760939938723,1.7578579175523736,Hyundai
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.105,3.33,10.90063911886528,1.2029723039923526,Volkswagen
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,11.105,6.62,11.03878529201209,1.890095369948917,Chevrolet
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,9.51,5.75,10.896739325546411,1.749199854809259,Nissan
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.74,6.2,11.082142548877775,1.824549292051046,Hyundai
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,6.0,3.5,10.915088464214607,1.252762968495368,Maruti
Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,7.87,2.0,11.170435156023453,0.6931471805599453,Maruti
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,9.74,4.0,11.156250521031495,1.3862943611198906,Hyundai
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,55.61,9.5,10.87804719253426,2.2512917986064953,Audi
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,58.67,17.5,10.668955394675699,2.8622008809294686,BMW
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,31.365000000000002,6.11,10.896739325546411,1.809926773183504,Skoda
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,3.75,10.839580911706463,1.3217558399823195,Hyundai
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,33.21,6.2,11.26446410567173,1.824549292051046,Mitsubishi
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.15,6.15,10.126631103850338,1.8164520818184267,Honda
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,7.87,2.4,9.441452092939569,0.8754687373538999,Maruti
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,7.87,2.15,11.289781913656018,0.7654678421395714,Maruti
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.74,3.75,9.95227771670556,1.3217558399823195,Hyundai
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,11.2,2.15,10.373491181781864,0.7654678421395714,Ford
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,9.74,4.75,10.819778284410283,1.55814461804655,Hyundai
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,7.87,2.45,10.768484990022733,0.8960880245566357,Maruti
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,13.76,11.15,8.922658299524402,2.411439497906128,Honda
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,14.11,8.9,11.129657174619114,2.186051276738094,Renault
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,11.15,4.35,11.018629143155449,1.4701758451005926,Honda
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,23.25,12.0,11.512925464970229,2.4849066497880004,Toyota
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,58.67,8.5,11.02679245379461,2.1400661634962708,BMW
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,9.74,4.27,10.666230755983976,1.451613827240533,Hyundai
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,4.93,4.25,11.48246625748552,1.4469189829363254,Renault
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,33.21,9.25,10.584688662077673,2.224623551524334,Mitsubishi
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.12,8.61,10.474015019548162,2.152924318439639,Maruti
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,78.76,28.0,10.736396675471232,3.332204510175204,Mercedes-Benz
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.2,9.25,10.379380058262003,2.224623551524334,Ford
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.74,8.6,10.203592144986466,2.151762203259462,Hyundai
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,11.105,7.53,10.031616880246656,2.018895041811802,Volkswagen
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,4.93,5.75,10.96823277169266,1.749199854809259,Renault
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,11.15,4.15,10.357742824813725,1.423108334242607,Honda
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,11.2,5.84,10.339578854186053,1.7647307968401356,Ford
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,55.61,16.5,10.20691993507914,2.803360380906535,Audi
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,58.67,43.0,10.292145542327912,3.7612001156935624,BMW
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.74,3.55,10.714417768752456,1.2669476034873244,Hyundai
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.74,8.9,9.366574594006819,2.186051276738094,Hyundai
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,31.365000000000002,2.5,11.703545824578878,0.9162907318741551,Skoda
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,9.74,3.85,11.679092233007484,1.3480731482996928,Hyundai
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,9.74,7.5,10.499573020252942,2.0149030205422647,Hyundai
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,9.74,1.8,11.407564949312402,0.5877866649021191,Hyundai
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.2,2.25,11.26446410567173,0.8109302162163288,Ford
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,24.25,10.645424897265505,3.188416617383492,Audi
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,11.105,4.35,10.203592144986466,1.4701758451005926,Volkswagen
BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,58.67,11.5,9.998797732340453,2.4423470353692043,BMW
Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15,4.75,10.799575577092764,1.55814461804655,Honda
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.74,4.99,10.659609532257463,1.6074359097634274,Hyundai
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,11.15,9.15,9.456731590010083,2.21375387928743,Honda
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.1,1197.0,74.0,5.0,7.87,2.35,11.736069016284437,0.8544153281560676,Maruti
Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,11.15,13.99,11.385614684158762,2.63834278867739,Honda
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,78.76,19.75,8.987196820661973,2.9831534913471307,Mercedes-Benz
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,11.145,16.77,11.32344635388967,2.8195915758351173,Mahindra
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,11.145,2.5,12.170445467887022,0.9162907318741551,Mahindra
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,4.93,3.65,8.85366542803745,1.2947271675944,Renault
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,120.0,23.5,11.002099841204238,3.1570004211501135,Land Rover
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,7.87,3.11,10.545341438708522,1.1346227261911428,Maruti
